75.0,97.0,1.5,1000.0,6.0,0.9736097226369514,5.487265052022762
71.0,92.0,1.5,890.0,3.0,0.5032718333715319,12.809957857165566
75.0,95.0,1.5,950.0,4.0,0.6248627787990098,8.71370255445404
73.0,95.0,1.5,930.0,9.0,1.3585251943771415,4.0384204076141526
75.0,95.0,1.5,950.0,6.0,0.8748078903186137,5.844503732876612
74.0,96.0,1.5,1000.0,6.0,0.9622886793504754,5.550370223395871
72.0,94.0,1.5,950.0,3.0,0.5369409101585845,11.805579260746171
75.0,97.0,1.5,980.0,9.0,1.390871032338502,3.7465281594917403
75.0,96.0,1.5,990.0,8.0,1.1879376557650119,4.194499540812085
75.0,97.0,1.5,1000.0,5.0,0.8345226194031011,6.569696290433414
74.0,94.0,1.5,970.0,8.0,1.1115206135812974,4.357253574261407
73.0,93.0,1.5,970.0,7.0,0.9762562002883355,5.031991659213811
75.0,96.0,1.5,900.0,9.0,1.319930728627791,4.1020850801450095
75.0,95.0,1.5,960.0,7.0,0.9997804460784157,4.966571188414655
73.0,93.0,1.5,970.0,5.0,0.7321921502162516,7.0153684813263775
73.0,93.0,1.5,900.0,4.0,0.6101601251802096,9.403536062876634
72.0,93.0,1.5,940.0,3.0,0.5094469478914281,12.003831014130174
75.0,96.0,1.5,1000.0,5.0,0.7919584371766745,6.610350199342248
74.0,95.0,1.5,970.0,6.0,0.9131450596296353,5.755889139126
75.0,96.0,1.5,960.0,6.0,0.9239515100394536,5.748597633368448
74.0,96.0,1.5,990.0,7.0,1.0997584906862574,4.8129845791011165
75.0,97.0,1.5,1000.0,4.0,0.695435516169251,8.18411463004479
74.0,94.0,1.5,930.0,6.0,0.8645160327854536,6.038134292395629
75.0,97.0,1.5,990.0,8.0,1.251783929104652,4.168572364427436
71.0,97.0,1.5,1000.0,9.0,1.6055297751729853,3.7495564492972804
74.0,95.0,1.5,910.0,3.0,0.5217971769312203,12.106467094588035
72.0,97.0,1.5,950.0,3.0,0.6211871153943098,11.584898511046548
75.0,95.0,1.5,930.0,4.0,0.6248627787990098,8.897620137116235
73.0,93.0,1.5,930.0,5.0,0.7321921502162516,7.3125076616628215
75.0,97.0,1.5,980.0,4.0,0.695435516169251,8.348232284283492
